H3K4me3	H3K4me1	H3K36me3	H3K9me3	H3K27me3
chr7_100821200_100821800	-0.00720243539488	0.0300781107228	0.00223644998444	0.00412839580686	0.983637298599
chr5_113537600_113948600	-0.0104554884544	-0.0375761791073	-0.00909045836162	0.0235803677911	-0.0135721761159
chr7_107000200_107001400	0.479685258482	-0.0323773058362	1.01093692934	1.0031544698	0.0170168857208
chr1_38301600_38303800	-0.0323319382073	0.0298648968432	0.494707065527	0.0221510689649	-0.00741690487039
chr14_90799000_90802000	0.00338792760934	0.0100502848476	0.50911029149	0.0146694803107	0.0126520856328
chr19_9649800_9650600	0.00400716474424	-0.0124116780111	0.0397627015929	0.515313619379	-0.0349325825131
chr2_197254200_197255000	-0.00345242390777	1.04064749784	0.0172980027527	0.00101089223884	-0.0420894265115
chr3_16593000_16593200	0.00868336845866	-0.0318104218619	0.510793135082	0.00116280055443	0.0243364659422
chr19_44597800_44599800	1.02003899353	0.488684756874	-0.00682258760914	-0.00545590743071	0.0229052716602
chr16_79876400_79880200	0.972451993986	0.979213040653	0.000660691848285	0.000819365955925	0.00213924205907
chr10_896800_897600	-0.0201846362784	-0.0335865184319	0.458789466304	0.00278247817686	-0.00372468210162
chr3_121236600_121244200	0.0110522725221	0.00191587836537	0.482738243878	-0.03436161765	-0.0013184198345
chr1_212476600_212476800	0.00291838583918	1.01069042732	0.985952032523	-0.0224565547806	-0.0171551130607
chr5_88095800_88096600	-0.02327412777	-0.0276552941931	1.00391091503	0.0136309804161	0.0129889463626
chr13_30029200_30029400	0.970039223092	0.976737999657	-0.0108439721868	-0.0102044112871	-0.00357732657082
chr3_129695400_129720000	-0.0402780842996	-0.00680288258772	0.00836788551743	-0.0268284171903	0.51594085465
chr1_241680600_241681800	1.00631728502	0.514757958278	-0.0260224902845	-0.00100241688498	-0.00636453549616
chr8_141352400_141353200	-0.015709630353	0.988471378114	0.0306962954556	-0.0158318450864	-0.00500130716577
chr7_3095000_3097200	0.0102463222158	0.0108958312081	-0.0220402983967	0.000901956935251	1.00677843983
chr14_71823600_71826600	0.00828060641265	-0.00796501297872	0.51206157262	0.0290612169546	-0.00331506196749
chr8_124190600_124192200	1.02583223361	1.02545720096	-0.0380573736259	0.0373437912084	-0.00444174162093
chr13_93853200_93860000	0.00516617786935	-0.00865365940992	0.0048106016638	0.0329017955383	-0.0122884883169
chr1_120159800_120166600	0.0447268517317	0.00775775305267	0.486438946399	0.0036390300423	0.0405716273112
chr5_32542200_32543200	-0.0258866562158	1.00944597317	0.00755483965255	-0.0146589172034	0.00265910460802
chr8_86869000_86872800	0.0181344158781	0.0182264171637	0.457977356371	-0.0219722822099	-0.00575692892877
chr3_196336400_196337400	-0.00136558193969	0.975839467406	-0.0126960454321	0.022103988074	-0.002724219813
chr10_21653600_21654200	-0.0124592608143	0.998726988812	0.026412804435	0.0238367618008	0.0164826042013
chr7_72895400_72896200	-0.0157566811997	0.00277396151613	0.501215588657	-0.0380776279012	0.0269862012373
chr5_13660000_13660200	0.00519179903986	-0.00839837868836	0.0147914291947	0.495002119457	-0.00040693799316
chr16_88973200_88975600	-0.00819570145414	0.0474825623267	0.502963136763	-0.00194297572881	0.00211575373615
chr17_8371200_8375000	-0.00514379060552	-0.0278243144351	0.504700013121	0.0209052144907	0.00124086503666
chr11_74171400_74172200	0.964288622169	0.994545818906	0.986005060458	-0.0324205916411	0.00461276976804
chr1_40975400_40975800	0.0263782976581	0.0157266524077	0.00355856636491	0.00380962266542	1.00029388846
chr16_25180400_25181200	-0.031374743704	-0.00405776458156	1.00756772305	-0.0138676726165	0.00824519968166
chr1_213291600_213292200	-0.00660366816054	0.0049329541518	0.967075573663	-0.0315624036643	-0.00694150091222
chr3_177334400_177337800	0.00454082763501	-0.0275007853864	0.487028827146	-0.00757115762614	0.0325797270684
chr11_8694000_8702200	0.0074216844532	-0.0493443601164	0.521017347731	-0.0233576723087	-0.0427202550172
chr5_151011600_151012200	-0.00609305327887	0.0113574660261	-0.0363584336229	-0.0178107682068	0.989302366847
chr3_137890400_137892200	-0.0132076199551	-0.0193911836546	1.01737575299	-0.0133896600422	0.0350074346625
chr19_4401000_4401600	0.0127806548415	1.02666695483	0.00294814697326	0.00696130294655	0.00132814614658
chr12_22830600_22833600	0.0116137196703	0.0341776072351	0.980085899628	0.0391019518559	0.0182708168294
chr3_42823800_42827600	-0.0422913671913	-0.0292242684503	1.01614960349	-0.0150623407439	0.00404640521547
chr1_36649400_36652400	-0.024163949482	0.00595201437795	-0.0216645929592	-0.0366164026267	0.511861529559
chr1_243494400_243495200	0.0360274831613	0.0248232904494	1.01928006087	0.0281860702241	-0.0301005025751
chr22_50623800_50625200	1.0289291472	0.497650335904	-0.002134436856	0.0289208458654	-0.00908270469383
chr5_75015600_75017200	-0.0105303819008	-0.03892031198	0.494425030878	-0.0178019488656	0.00159678003773
chr4_78876200_78916800	-0.0134405847512	-0.0158799770051	-0.0222246578654	0.0173400344739	-0.0047963656407
chr15_38549800_38550200	1.01325590879	1.01648302462	-0.0601694239764	0.0438626549472	-0.00260518533121
chr11_69325600_69329000	0.000377744849751	-0.0380389140414	0.00983936758196	0.0120122603587	1.04834651041
chr15_71184200_71185200	0.999348060086	0.518998384157	0.00612161337944	0.0169581900065	-0.002954692667
chr3_115485400_115486400	-0.0239442352773	0.992907962083	-0.000651546174484	0.0255988307498	0.018967093892
chr10_1012600_1013800	0.0167616003962	0.0202905306215	-0.023777001962	0.000938425525412	0.973459711291
chr12_70022200_70022800	0.0351302097211	1.03921177659	0.0142692245297	0.0165975820099	-0.00702701127264
chr15_29964800_29966200	-0.0188602168665	1.01534997548	0.0258079195422	-0.0201132510779	0.006859942877
chr15_101810800_101816200	0.00686821575308	-0.0302441931802	0.94725628615	0.00880060744526	0.020505034046
chr1_29529400_29531600	-0.0337834641779	0.975796396257	1.00572814647	-0.025313695808	-0.0127702043906
chr10_21605000_21605400	-0.0198454100905	0.993652425442	-0.0279514187307	0.036710076577	-0.0388360742944
chr1_196903400_196986800	0.0144356987848	-0.016453992436	0.00103547603916	0.0272318547603	0.00160164709067
chr7_27711400_27717000	0.0361414551027	0.000129456086896	0.486760542833	-0.0112259448197	0.0149222223311
chr3_23985200_23985600	0.0203772229079	0.995741098948	-0.0351484523965	0.0201753025171	-0.0118622212051
chr17_48498400_48499200	1.01278794151	0.481029273586	-0.00298107890877	0.0451023227945	0.0122292189539
chr14_75950400_75950600	-0.0285938538157	0.95859464777	0.00534666658856	0.0310241092458	-0.00527733272722
chr4_55455400_55514400	0.00490043952324	-0.0132527199477	0.0230213507428	0.00947336560883	0.0219970678822
chr7_150924800_150925600	1.03127913761	0.985983012431	0.00909168527693	-0.00309031330788	0.0120710936079
chr2_68420400_68421200	1.00276370311	0.984934332493	0.0292673408004	-0.0241001967002	-0.0424770939351
chr2_177137600_177138000	0.0321331351966	1.00294263748	1.02803304332	-0.0033150363765	-0.0130261111147
chr14_73514800_73521400	-0.0217677875194	0.00440512749555	0.505842353226	-0.0299473052057	-0.0062734076417
chr10_98443200_98445800	0.00460412758416	-0.00673829319284	0.463737457208	-0.0191409508702	-0.00177075872217
chr2_48365600_48366800	0.00920806008146	1.00168678201	-0.00848188818439	0.0346657134748	-0.0292743552753
chr12_23574400_23575600	0.00970668576621	1.01120783083	0.00387204554511	-0.006796785669	0.0175821684523
chr7_884400_885000	0.497034396713	0.0118934762471	1.02017871075	1.00109232154	0.0087622188546
chr11_118935000_118935600	-0.0194121351743	-0.0051718416137	0.508027460394	-0.00174481781876	-0.0118133552865
chr2_169975200_169976600	0.0114124318441	-0.00780323178511	0.0124993589038	-0.00101206138917	-0.0246951266791
chr14_75355000_75355800	1.00695075536	0.989336487147	0.0210671026732	-0.00380425933096	0.0317703354257
chr6_33198600_33201000	0.0241731880357	-0.0140934940276	0.0543855026458	-0.0194067711844	1.01813791415
chr3_14888800_14889200	0.00313898819112	0.983246361732	0.0371669542076	-0.00903011165315	0.00515675193689
chr2_74220600_74225000	0.0139954681485	1.02410978183	-0.0446194822283	-0.0497369228973	-0.0204068629368
chr3_171356000_171356800	-0.0266402056447	-0.00846436319264	0.917575696621	0.0108087414865	0.0154397759394
chr20_22411600_22429600	0.0349231849734	0.0210708147781	-0.0144220321551	-0.0163480528058	-0.0234442940661
chr22_23462400_23462600	-0.000827275193607	0.985605674147	-0.014721618526	-0.00516857066502	0.974084697283
chr15_41247600_41249000	-0.0304028367235	1.0144466198	-0.015132925498	-0.0429351389111	-0.00739187117602
chr2_201746200_201747600	0.00290177413913	-0.00853807393586	0.495872629969	-0.0148804244934	-0.00975937290224
chr4_122618600_122619000	0.999344794653	0.959150608276	0.0147935021544	0.027170609096	-0.0101525650136
chr8_37672200_37679000	-0.0123346792894	-0.00646463209637	-0.00254256235406	0.0339122655698	-0.00243500028549
chr9_4803200_4803600	-0.00464404911455	-0.0244571035968	0.521792366608	-0.00796572488521	-0.00844831080714
chr16_84131800_84135200	-0.0283630853595	0.0171240924806	0.526169480116	0.00394843723802	-0.0149298474661
chr10_133759000_133760600	-0.0465092254241	0.00592739860353	0.523660938404	0.00288361631495	0.0178909118235
chr1_230108000_230108200	1.00743195197	1.03021933449	-0.0235193162897	0.00581765959254	0.016730122262
chr8_117602800_117631000	0.0203181171109	-0.017976114204	0.00377922790406	0.0226211855056	0.525197934414
chr1_55691600_55694800	0.0114173614579	0.00459334921769	-0.0190113603073	0.53776659199	-0.0211610105195
chr3_185846000_185846400	-0.00387454223968	-0.00763425367023	-0.0294664175877	0.0146365759116	0.995281694923
chrX_135832800_135841800	-0.0134189212313	-0.0110628754311	-0.0146311361221	0.0319062670408	0.00374934052902
chr10_30707400_30708200	0.994460980895	0.995039819194	-0.0305221300678	-0.0266732985079	-0.0026525940845
chr1_54355200_54355800	0.993384325422	0.515366934035	-0.00393897629085	0.0171308365776	0.0116537732196
chr21_36582600_36583000	-0.00483636370486	1.02800530998	-0.0135716812477	0.0440923676977	0.00104895586845
chr12_70652400_70653000	-0.00470204725355	1.01364779925	0.00410309612099	-0.00771372091649	-0.00105731616124
chr9_135214200_135215400	-0.00149456786504	-0.0425700217189	0.508562676704	0.00208194434989	-0.00563953116994
chr2_219663600_219665000	-0.00284465056639	0.970383013202	-0.00889441788984	0.0335788551986	0.0215776361497
chr1_100458200_100458400	-0.00205574586302	0.0334642320694	0.518986987916	-0.014102956057	0.0461620685639
chr20_35373000_35373200	0.00577761218368	1.02448879598	-0.0154413514956	-0.0294837356355	0.0415032021468
chr2_65662800_65664200	1.01877404456	0.496726468316	-0.0100759082015	0.00668170885529	0.0192392314848
chr6_14475200_14476600	-0.00694307882334	1.01542800855	0.0244423176792	0.000814879670361	0.0224495180438
chr12_56610600_56614400	0.00729061873004	-0.00575898991583	0.480684433194	-0.00878488761379	-0.0176073962639
chr14_100166000_100169400	0.00293839631754	0.0100623195926	-0.0204066226797	-0.00433776188924	-0.00650427313759
chr4_68412000_68412400	-0.00517134691212	0.962937238612	-0.0151515802771	0.0264217287069	-0.00981140922685
chr9_110311000_110336200	-0.00589365956432	-0.0183864631849	0.0207080393215	0.0405961213382	0.00176149466535
chr10_32637000_32638400	1.01275386803	1.03227600466	0.0149009675027	-0.00330221605207	0.0412471457109
chr6_31864200_31864800	1.00634453531	0.996296739293	-0.00197917873112	0.0229028847279	0.0295624889326
chr1_110486000_110486800	-0.0437848641268	0.0113106616925	0.0493288986038	-0.0145489298646	0.00860768578566
chr17_7603600_7604200	-0.000130370558213	0.94712750496	-0.0255427844348	-0.000462159872088	0.0138679728197
chr4_184356200_184361600	-0.0174840104529	-0.0014804092615	0.492922496001	-0.0231715875849	-0.0103844188234
chr3_128209400_128210000	1.03577444495	0.987212425098	0.98086050954	0.0110856899233	0.0126465789585
chr16_16056600_16059800	0.0263867009934	0.0319197450349	0.509738052428	0.00174169940501	0.00420296005113
chr1_62905800_62906400	1.02714942398	0.969259571261	1.02831870436	0.00580306035449	0.0172914248704
chr8_54919800_54923800	0.00696684559999	0.0201118186799	0.478707395193	-0.00411787343369	-0.0235236408258
chr11_74256800_74268800	-0.0157531279927	-0.0139164158673	0.00181280267437	-0.0119989273156	0.0142563719717
chr18_13437600_13438600	0.0130670359579	-0.0118261481008	-0.0126753587854	0.00161786025538	1.00888774784
chr11_3626400_3627200	-0.0171704293932	1.00562764769	-0.00538994933215	-0.00540001983531	-0.0200365325663
chr19_34656200_34656600	1.01616918242	1.0199286724	-0.00250671989592	0.0136281939793	-0.00761357412
chr20_58663200_58664000	-0.0300847833708	0.0173460142991	0.0170171023914	-0.0236671088903	0.969820996389
chr6_126109200_126109800	0.0398433471522	-0.00656093416113	0.519282351648	0.0413779957593	-0.00476814980579
chr3_170522400_170524000	0.00545024428127	0.00677406587192	0.503812028324	0.00343761648364	-0.0136093345054
chr16_58016600_58018000	-0.0218962912814	-0.040991486218	0.48873947163	-0.0119405938484	-0.0341073231039
chr13_52160400_52161200	-0.00553642010762	-0.0104796008724	0.524292653341	-0.0114035647891	-0.00631600624393
chr22_18124600_18125600	-0.00204708329985	0.0254918439345	0.504416636595	0.00066093097763	0.0110478123695
chr1_33187200_33188800	0.00122802295593	1.04045204692	0.00778472242334	-0.0110964553665	0.0322198319791
chr4_49102600_49104600	0.0206502229067	-0.0245189666433	0.51798367901	0.00224875309168	0.021422692709
chr7_64120400_64126000	-0.0212884978014	-0.0176414913415	-0.016399418674	0.00208371438141	0.0122934461362
chr6_27324800_27329200	0.0110919287667	-0.0247389464092	0.025331958942	0.500218018987	-0.0230158801296
chr16_71634600_71635200	0.0101460590938	-0.00358683566821	0.0151098659554	-0.00767758394855	0.995738216911
chr9_96304200_96305400	-0.013642325909	0.0396721862501	0.510396267447	-0.0208775127431	-0.0111917961358
chr4_170537400_170538200	0.0135081597635	1.02760755337	0.033941113538	0.00500475981008	-0.0195213479875
chr3_49207200_49208200	0.018237975992	1.00666332978	-0.00986892087926	0.0360504447069	-0.0578419193413
chr11_71933400_71934000	0.996303722236	1.01332023236	-0.0162948905699	0.000755202621112	0.0219215441847
chr16_58550600_58550800	1.01030953859	1.02721799387	1.00018684994	-0.0121609858459	-0.00596954973222
chr14_34448400_34454600	0.00369251942757	0.0138027497093	0.0109028042014	0.000706349005993	-0.00539337007574
chr22_41491800_41492000	1.00597913201	0.979074726468	-0.00466532531412	-0.0106218609344	-0.00160146727495
chr8_41636800_41638600	-0.0220543443617	0.0295565250473	0.982546804386	0.00221980003103	0.0254288665854
chr22_33015400_33016000	-0.0187264863787	0.991792567868	0.0249915268498	-0.0191569088898	0.0363728073668
chr13_98911600_99035200	0.00188401156464	-0.0570875595019	-0.0167987091456	-0.0120047880732	0.503650480311
chr17_59545200_59545400	0.976045928278	0.979729118419	0.0195863171286	-0.0408299739614	0.0263542205198
chr17_76390400_76392000	0.000506156178648	-0.0156788946967	1.01200945697	-0.0102284151596	-0.019145201584
chr8_106457600_106466400	0.0299523692375	-0.0177394897814	0.513280539652	-0.0175085625194	0.0367394702652
chr4_802400_806400	-0.0330360796794	0.00148979598591	-0.00222086228908	0.0145255776522	0.511126766268
chr11_36111600_36113800	-0.015069321968	0.983068314629	0.000452477236079	0.0172580606656	0.0161712673567
chr5_114879200_114881000	1.04201208992	0.4924963221	-0.0286643347995	0.0348254644705	0.0289790001599
chr7_43014000_43014800	0.00429070590429	1.0180507076	0.00678473980115	-0.00427019670392	0.0393034456325
chr1_109968000_109970200	0.99312766142	0.512169261074	-0.0272959316934	0.014371948019	0.0391421126893
chr4_25925000_25925400	-0.00111289542395	0.0103424795739	0.976724661202	-0.0172056495763	0.0385594821497
chr17_8375000_8375400	-0.00266955706488	0.00596372161894	0.987307653975	0.00177198605396	0.00938967555222
chr1_91287000_91288000	-0.00538763691817	1.02911546622	-0.0238775723766	0.0377439245269	-0.00951433616848
chr6_26202800_26203200	0.984313455348	0.476635018439	0.013343487729	0.00451362176031	0.0607727860144
chr17_42165400_42172200	0.000143144363209	0.0168406230735	0.488873980697	0.0288379406756	0.00447149463519
chr21_36297600_36297800	-0.00251895364456	0.997807835807	-0.00606262076075	-0.0380982305791	0.0115641688759
chr6_140203000_140204800	-0.000905468805953	0.958784714233	-0.0181760264164	0.00984221781569	0.0114373591364
chr8_56828800_56829400	0.000674561009567	0.983004455337	0.987427755398	-0.00821103624914	0.0607424878831
chr1_227429600_227430600	-0.0535351699347	0.0230845729721	0.505393061978	-0.00753246669053	0.015518535716
chr2_74135400_74147800	-0.0292643655981	-0.00185348746965	-0.0266814161796	-0.00845943344026	-0.0113499000171
chr7_106363800_106364000	0.972402339111	0.995974316143	-0.0433622967636	-0.0262246856887	0.0255704049984
chr14_23155600_23156000	-0.0252221912474	1.02670131875	0.0328167622463	0.0234953154833	0.0295754394607
chr1_155108000_155109200	1.00064920119	0.481395969404	0.0179550657368	0.0330771370936	-0.0255670967764
chr1_207638200_207647200	0.00872417029949	-0.000459532496366	0.497717914965	0.0451911796784	0.0256843318566
chr3_51569400_51572000	0.0473174621761	-0.0542930968039	0.0258052016673	0.00213189382219	0.0077406367439
chr6_45152400_45153400	-0.00913008774018	0.991799018036	-0.0297442422853	0.017781015474	0.00175616353776
chr7_114374000_114404800	0.0167655520458	0.00138003055724	0.00796281747404	0.00249388940349	-0.00225486588017
chr3_156268200_156270400	0.0219642241612	1.01905510594	0.988457426644	-0.0503123772746	0.00771698654245
chr4_83781200_83782800	0.0257018534264	-0.0430778150551	0.998117617086	0.0013281512807	-0.0167539025933
chr5_88603800_88604800	-0.0220632111443	1.01571585218	0.00444081965969	0.00377439143282	0.00199082294958
chr11_12890200_12891000	-0.00101874203624	1.025879517	-0.0362298367431	-0.00375210618398	0.0102166068817
chrX_53791800_53797800	0.0132196126106	-0.0138917055676	-0.0220551784682	0.00603716575569	-0.006386877428
chr8_125863400_125864400	0.0127883677102	0.987529559229	0.014800409277	-0.00586664290294	0.0238612920827
chr6_170010000_170021200	0.0118105027261	-0.0311696425253	-0.0215097603364	-0.0171321576468	0.0233699678176
chr2_9906200_9908400	0.00503040863397	-0.0185801435636	0.506994786566	0.0102400882806	-0.0180122606416
chr6_30829200_30829400	-0.00736787717518	0.0185997087141	-0.00303753093551	-0.00708014121528	-0.00388229327857
chr8_13065200_13065400	1.01047844796	0.999568347936	-0.0134782830355	0.00431276404567	-0.0152954690683
chr4_187901000_187982800	-0.00666592416798	-0.0101192617822	-0.0202793080999	-0.00943178202062	0.0281500596698
chr2_131913800_131914000	-0.0158775556221	1.01692313738	-0.0303650887629	-0.00628649094056	0.0291955428469
chr6_91079600_91081200	0.0187745275887	0.97339159242	-0.0122784742578	0.0180134271072	-0.0125383654953
chr1_233740400_233742800	0.0209026757477	-5.76770468659e-05	0.501008642713	-0.0215194156222	-0.00828225274413
chr3_40907800_40908200	0.0158518026568	1.00430051961	0.0151554153187	-0.00074204483963	-0.0331896681113
chrX_53957800_53992000	-0.0146709814172	-0.000217615048651	0.509801826707	-0.00591688622544	-0.00526482927264
chr6_134776200_134791000	-0.0191512571874	0.0133533301153	-0.0115058667213	0.00961987203279	0.0226670874417
chr13_42850600_42851000	1.01396466092	0.987240405354	0.0188984773631	-0.00025844601693	0.00938825225842
chr2_118842000_118842600	-0.0188729150465	0.00320294155128	0.0273329633088	-0.00988257765864	1.0024220174
chr15_93569600_93573600	-0.021195764404	-0.00304521413174	0.476941666183	0.0168106100053	0.0173516848728
chr2_232570600_232571000	0.999553402852	1.01641374506	-0.0128969068446	-0.0131628796546	-0.00704797338122
chr8_29948000_29948600	0.00768757292035	0.977808786171	0.0345135533819	-0.0279975257582	-0.0149848716761
chr19_16726600_16727400	-0.0215746311207	1.01317128753	1.02691766105	0.0168957758793	0.00446937912177
chr6_4017400_4023000	0.972065398484	0.497920481962	0.0139868409512	0.00186096796137	0.00742415769624
chr17_7172200_7183400	-0.000938106063818	-0.00395727196677	0.00826397936171	-0.00925296143759	-0.0231814274492
chr1_235421800_235424200	0.00594723862107	-0.0117541758363	1.02158225747	-0.0385245389581	-0.0348564150209
chr5_74787200_74804600	0.0116168866938	-0.0202287063602	0.516417547372	-0.00455089899722	0.0122976099121
